call_uid,sound.files,selec,call_type,call_quality,cluster_unsup,p_contact,contact_thresh_pass
BB1156_250406_0188__16,BB1156_250406_0188.wav,16,contact-like,high,4,0.9841931199339344,TRUE
BB1156_250406_0188__17,BB1156_250406_0188.wav,17,contact-like,high,2,0.952187415806969,TRUE
BB1156_250406_0188__18,BB1156_250406_0188.wav,18,contact-like,high,3,0.8405869750467794,TRUE
BB1156_250406_0188__19,BB1156_250406_0188.wav,19,contact-like,high,3,0.9791243545095867,TRUE
BB1156_250406_0188__20,BB1156_250406_0188.wav,20,contact-like,high,4,0.9965061359640494,TRUE
BB1156_250406_0188__21,BB1156_250406_0188.wav,21,contact-like,high,2,0.9322488879380453,TRUE
BB1156_250406_0188__22,BB1156_250406_0188.wav,22,contact-like,high,2,0.9637405728374735,TRUE
BB1156_250406_0188__23,BB1156_250406_0188.wav,23,contact-like,high,2,0.9540308997485529,TRUE
BB1156_250406_0188__24,BB1156_250406_0188.wav,24,contact-like,high,4,0.99875545387602,TRUE
BB1156_250406_0188__25,BB1156_250406_0188.wav,25,contact-like,high,4,0.9857730127783569,TRUE
BB1156_250406_0188__26,BB1156_250406_0188.wav,26,contact-like,high,4,0.9880380939812752,TRUE
BB1156_250406_0188__27,BB1156_250406_0188.wav,27,contact-like,high,4,0.9944966791993249,TRUE
BB1156_250406_0188__28,BB1156_250406_0188.wav,28,contact-like,high,4,0.9964228505432772,TRUE
BB1156_250406_0188__29,BB1156_250406_0188.wav,29,contact-like,high,4,0.9992489287648254,TRUE
BB1156_250406_0188__30,BB1156_250406_0188.wav,30,contact-like,high,6,0.05309090155896516,FALSE
BB1156_250406_0188__31,BB1156_250406_0188.wav,31,contact-like,high,3,0.8824501412672219,TRUE
BB1156_250406_0188__32,BB1156_250406_0188.wav,32,contact-like,high,6,0.0677296041592835,FALSE
BB1156_250406_0188__33,BB1156_250406_0188.wav,33,contact-like,high,4,0.9972556661512179,TRUE
BB1156_250406_0188__34,BB1156_250406_0188.wav,34,contact-like,high,4,0.9986509310831874,TRUE
BB1156_250406_0188__35,BB1156_250406_0188.wav,35,contact-like,high,4,0.9825294168254358,TRUE
BB1156_250406_0188__36,BB1156_250406_0188.wav,36,contact-like,medium,3,0.9602804238768009,TRUE
BB1241_250406_0192__1,BB1241_250406_0192.wav,1,contact-like,high,2,0.875080703345026,TRUE
BB1241_250406_0192__2,BB1241_250406_0192.wav,2,contact-like,high,2,0.7922764218641846,FALSE
BB1241_250406_0192__3,BB1241_250406_0192.wav,3,contact-like,high,2,0.7744826142309323,FALSE
BB1241_250406_0192__4,BB1241_250406_0192.wav,4,contact-like,high,2,0.8400415242335827,TRUE
BB1241_250406_0192__5,BB1241_250406_0192.wav,5,contact-like,high,6,0.2370521400096531,FALSE
BB1241_250406_0192__6,BB1241_250406_0192.wav,6,contact-like,high,2,0.8598495096103388,TRUE
BB1241_250406_0192__7,BB1241_250406_0192.wav,7,non-contact,high,1,1.8743684127187733e-34,FALSE
BB1241_250406_0192__8,BB1241_250406_0192.wav,8,contact-like,high,2,0.7572477085781497,FALSE
BB1241_250406_0192__9,BB1241_250406_0192.wav,9,contact-like,high,2,0.7335039962653749,FALSE
BB1241_250406_0192__10,BB1241_250406_0192.wav,10,contact-like,high,6,6.56195172014604e-8,FALSE
BB1241_250406_0192__11,BB1241_250406_0192.wav,11,contact-like,high,6,3.084071054969302e-6,FALSE
BB1241_250406_0192__12,BB1241_250406_0192.wav,12,non-contact,medium,1,1.6788363184566588e-71,FALSE
BB1241_250406_0192__13,BB1241_250406_0192.wav,13,contact-like,high,2,0.7357854179671901,FALSE
BB1241_250406_0192__15,BB1241_250406_0192.wav,15,non-contact,medium,1,5.188567171461992e-130,FALSE
BB1245_250406_0195__1,BB1245_250406_0195.wav,1,non-contact,high,1,2.1175166435291736e-29,FALSE
BB1245_250406_0195__2,BB1245_250406_0195.wav,2,non-contact,high,1,2.7917941736712884e-26,FALSE
BB1245_250406_0195__3,BB1245_250406_0195.wav,3,non-contact,high,1,7.871088130402255e-43,FALSE
BB1245_250406_0195__4,BB1245_250406_0195.wav,4,non-contact,high,1,1.0244451946894394e-18,FALSE
BB1245_250406_0195__5,BB1245_250406_0195.wav,5,non-contact,high,1,8.479222689717285e-43,FALSE
BB1245_250406_0195__6,BB1245_250406_0195.wav,6,non-contact,high,1,2.081723034944535e-21,FALSE
BB1245_250406_0195__7,BB1245_250406_0195.wav,7,non-contact,high,1,1.2257603112934837e-25,FALSE
BB1245_250406_0195__8,BB1245_250406_0195.wav,8,non-contact,high,1,9.033567625634646e-27,FALSE
BB1245_250406_0195__9,BB1245_250406_0195.wav,9,non-contact,high,1,3.076167983322614e-26,FALSE
BB1245_250406_0195__10,BB1245_250406_0195.wav,10,non-contact,high,1,1.2258154730982131e-27,FALSE
BB1245_250406_0195__11,BB1245_250406_0195.wav,11,contact-like,high,2,0.7620884163482752,FALSE
BB1245_250406_0195__12,BB1245_250406_0195.wav,12,contact-like,high,3,0.9714567114771313,TRUE
BB1245_250406_0195__13,BB1245_250406_0195.wav,13,contact-like,high,2,0.9057323685489994,TRUE
BB1245_250406_0195__14,BB1245_250406_0195.wav,14,contact-like,high,2,0.6752092170179121,FALSE
BB1245_250406_0195__15,BB1245_250406_0195.wav,15,contact-like,high,6,0.21093622286766567,FALSE
BB1245_250406_0195__16,BB1245_250406_0195.wav,16,contact-like,high,3,0.9724581891718673,TRUE
NMSU100_250406_0199__1,NMSU100_250406_0199.wav,1,contact-like,high,3,0.9785883040817751,TRUE
NMSU100_250406_0199__2,NMSU100_250406_0199.wav,2,contact-like,high,3,0.9815248512030493,TRUE
NMSU100_250406_0199__3,NMSU100_250406_0199.wav,3,contact-like,high,3,0.9622925376346145,TRUE
NMSU100_250406_0199__4,NMSU100_250406_0199.wav,4,contact-like,high,3,0.946233980771912,TRUE
NMSU100_250406_0199__5,NMSU100_250406_0199.wav,5,contact-like,high,3,0.9761604539809748,TRUE
NMSU100_250406_0199__6,NMSU100_250406_0199.wav,6,contact-like,high,3,0.9694499699419684,TRUE
NMSU100_250406_0199__7,NMSU100_250406_0199.wav,7,contact-like,high,3,0.919093849472761,TRUE
NMSU100_250406_0199__8,NMSU100_250406_0199.wav,8,contact-like,high,3,0.9757980402200963,TRUE
NMSU100_250406_0199__9,NMSU100_250406_0199.wav,9,contact-like,high,3,0.9658923553380365,TRUE
NMSU100_250406_0199__10,NMSU100_250406_0199.wav,10,contact-like,high,3,0.9706601183645188,TRUE
NMSU100_250406_0199__11,NMSU100_250406_0199.wav,11,contact-like,high,3,0.9638543237942073,TRUE
NMSU100_250406_0199__12,NMSU100_250406_0199.wav,12,contact-like,high,3,0.9682071107151224,TRUE
NMSU100_250406_0199__13,NMSU100_250406_0199.wav,13,contact-like,high,3,0.8497683605142027,TRUE
NMSU100_250406_0199__14,NMSU100_250406_0199.wav,14,contact-like,high,3,0.9809765327242466,TRUE
NMSU100_250406_0199__15,NMSU100_250406_0199.wav,15,contact-like,high,3,0.9727402027821366,TRUE
NMSU100_250406_0199__16,NMSU100_250406_0199.wav,16,contact-like,high,3,0.9201806751025078,TRUE
NMSU100_250406_0199__17,NMSU100_250406_0199.wav,17,contact-like,high,3,0.9797225149772344,TRUE
NMSU100_250406_0199__18,NMSU100_250406_0199.wav,18,contact-like,high,3,0.8975593595246328,TRUE
NMSU100_250406_0199__19,NMSU100_250406_0199.wav,19,contact-like,high,3,0.9790877266931396,TRUE
NMSU100_250406_0199__20,NMSU100_250406_0199.wav,20,contact-like,high,3,0.9718249496880806,TRUE
NMSU100_250406_0199__21,NMSU100_250406_0199.wav,21,contact-like,high,3,0.973622591448827,TRUE
NMSU100_250406_0199__22,NMSU100_250406_0199.wav,22,contact-like,high,3,0.975059815631415,TRUE
NMSU100_250406_0199__23,NMSU100_250406_0199.wav,23,contact-like,high,3,0.9653219864230912,TRUE
NMSU100_250406_0199__24,NMSU100_250406_0199.wav,24,contact-like,high,3,0.9809273208414355,TRUE
NMSU100_250406_0199__25,NMSU100_250406_0199.wav,25,contact-like,high,3,0.9638791071548259,TRUE
NMSU100_250406_0199__26,NMSU100_250406_0199.wav,26,contact-like,high,3,0.9681021088626063,TRUE
NMSU100_250406_0199__27,NMSU100_250406_0199.wav,27,contact-like,high,3,0.9757804420629288,TRUE
NMSU100_250406_0199__28,NMSU100_250406_0199.wav,28,contact-like,high,3,0.9149371977220253,TRUE
NMSU100_250406_0199__29,NMSU100_250406_0199.wav,29,contact-like,high,3,0.8891502951280128,TRUE
NMSU100_250406_0199__30,NMSU100_250406_0199.wav,30,contact-like,high,3,0.9589459885453224,TRUE
NMSU100_250406_0199__31,NMSU100_250406_0199.wav,31,contact-like,high,3,0.973440939539929,TRUE
NMSU100_250406_0199__32,NMSU100_250406_0199.wav,32,contact-like,high,3,0.9226152856478305,TRUE
NMSU100_250406_0199__33,NMSU100_250406_0199.wav,33,contact-like,high,3,0.9598334626948826,TRUE
NMSU100_250406_0199__34,NMSU100_250406_0199.wav,34,contact-like,high,3,0.9596584566856634,TRUE
NMSU100_250406_0199__35,NMSU100_250406_0199.wav,35,contact-like,high,3,0.9540162072439405,TRUE
NMSU100_250406_0199__36,NMSU100_250406_0199.wav,36,contact-like,high,3,0.9707617271867505,TRUE
NMSU100_250406_0199__37,NMSU100_250406_0199.wav,37,contact-like,high,3,0.9738029347447542,TRUE
NMSU100_250406_0199__38,NMSU100_250406_0199.wav,38,contact-like,high,3,0.9763445891002502,TRUE
NMSU100_250406_0199__39,NMSU100_250406_0199.wav,39,contact-like,high,3,0.9564116943211789,TRUE
NMSU100_250406_0199__40,NMSU100_250406_0199.wav,40,contact-like,high,3,0.9748701743563923,TRUE
NMSU100_250406_0199__41,NMSU100_250406_0199.wav,41,contact-like,high,3,0.9213133417566846,TRUE
NMSU100_250406_0199__42,NMSU100_250406_0199.wav,42,contact-like,high,3,0.9470014614525003,TRUE
NMSU100_250406_0199__43,NMSU100_250406_0199.wav,43,contact-like,high,3,0.9254703056341913,TRUE
NMSU100_250406_0199__44,NMSU100_250406_0199.wav,44,non-contact,medium,1,4.1207463859280913e-26,FALSE
NMSU100_250406_0199__46,NMSU100_250406_0199.wav,46,contact-like,high,3,0.8953754008818692,TRUE
NMSU100_250406_0199__47,NMSU100_250406_0199.wav,47,contact-like,high,3,0.9814314334189403,TRUE
NMSU100_250406_0199__48,NMSU100_250406_0199.wav,48,non-contact,high,1,6.5361133954441815e-9,FALSE
NMSU100_250406_0199__49,NMSU100_250406_0199.wav,49,contact-like,high,6,8.579529952825301e-33,FALSE
NMSU100_250406_0199__50,NMSU100_250406_0199.wav,50,contact-like,high,3,0.806350269209221,TRUE
NMSU100_250406_0199__51,NMSU100_250406_0199.wav,51,contact-like,high,3,0.9221715510719125,TRUE
NMSU100_250406_0199__52,NMSU100_250406_0199.wav,52,contact-like,high,3,0.9694589644796705,TRUE
NMSU100_250406_0199__53,NMSU100_250406_0199.wav,53,contact-like,high,3,0.7986988486960165,FALSE
NMSU100_250406_0199__54,NMSU100_250406_0199.wav,54,contact-like,high,2,0.6549559143642328,FALSE
NMSU100_250406_0199__55,NMSU100_250406_0199.wav,55,contact-like,high,2,0.7358971852720912,FALSE
NMSU100_250406_0199__56,NMSU100_250406_0199.wav,56,contact-like,high,3,0.9579932362617376,TRUE
NMSU100_250406_0199__57,NMSU100_250406_0199.wav,57,contact-like,high,3,0.9847535384067232,TRUE
NMSU100_250406_0199__58,NMSU100_250406_0199.wav,58,contact-like,high,3,0.9483643152228851,TRUE
NMSU100_250406_0199__59,NMSU100_250406_0199.wav,59,contact-like,high,3,0.934434598462541,TRUE
NMSU100_250406_0199__60,NMSU100_250406_0199.wav,60,contact-like,high,3,0.9660111063907898,TRUE
NMSU100_250406_0199__61,NMSU100_250406_0199.wav,61,contact-like,high,3,0.9604265180228296,TRUE
NMSU100_250406_0199__62,NMSU100_250406_0199.wav,62,non-contact,medium,1,3.6779623059682127e-29,FALSE
NMSU100_250406_0199__63,NMSU100_250406_0199.wav,63,contact-like,high,3,0.9788676329635458,TRUE
NMSU100_250406_0199__64,NMSU100_250406_0199.wav,64,non-contact,high,1,1.5097931952288748e-4,FALSE
NMSU100_250406_0199__65,NMSU100_250406_0199.wav,65,contact-like,high,3,0.9602501473493759,TRUE
NMSU100_250406_0199__66,NMSU100_250406_0199.wav,66,contact-like,high,3,0.9776349329306291,TRUE
NMSU101_250326_0141__1,NMSU101_250326_0141.wav,1,non-contact,high,1,1.590390620849009e-28,FALSE
NMSU101_250326_0141__2,NMSU101_250326_0141.wav,2,non-contact,medium,1,9.79566080746179e-43,FALSE
NMSU101_250326_0141__3,NMSU101_250326_0141.wav,3,non-contact,medium,1,2.959493364371463e-37,FALSE
NMSU101_250326_0141__4,NMSU101_250326_0141.wav,4,non-contact,high,1,5.677516203046433e-27,FALSE
NMSU101_250326_0141__5,NMSU101_250326_0141.wav,5,non-contact,high,1,3.0781370866866823e-28,FALSE
NMSU101_250326_0141__8,NMSU101_250326_0141.wav,8,non-contact,high,1,2.5006238027627232e-68,FALSE
NMSU101_250326_0141__9,NMSU101_250326_0141.wav,9,contact-like,high,6,1.3124651845569467e-4,FALSE
NMSU101_250326_0141__10,NMSU101_250326_0141.wav,10,non-contact,high,1,5.839801069529414e-50,FALSE
NMSU101_250326_0141__11,NMSU101_250326_0141.wav,11,non-contact,high,1,4.176361267922889e-257,FALSE
NMSU101_250330_0153__3,NMSU101_250330_0153.wav,3,contact-like,high,6,2.5237558084261196e-21,FALSE
NMSU101_250330_0153__5,NMSU101_250330_0153.wav,5,contact-like,high,5,9.99801282279932e-7,FALSE
NMSU101_250330_0153__6,NMSU101_250330_0153.wav,6,non-contact,high,1,8.512433165685237e-30,FALSE
NMSU101_250330_0153__7,NMSU101_250330_0153.wav,7,contact-like,high,6,1.8602001734072158e-37,FALSE
NMSU101_250330_0153__8,NMSU101_250330_0153.wav,8,contact-like,high,6,6.171085709803704e-19,FALSE
NMSU101_250330_0153__9,NMSU101_250330_0153.wav,9,contact-like,high,6,1.454384788698148e-13,FALSE
NMSU101_250330_0153__10,NMSU101_250330_0153.wav,10,contact-like,high,6,2.694886270342629e-14,FALSE
NMSU101_250330_0153__11,NMSU101_250330_0153.wav,11,contact-like,high,5,5.820466630189655e-9,FALSE
NMSU101_250330_0153__12,NMSU101_250330_0153.wav,12,contact-like,high,2,0.8918528038720807,TRUE
NMSU101_250330_0153__13,NMSU101_250330_0153.wav,13,contact-like,high,6,2.4051805587543852e-26,FALSE
NMSU101_250330_0154__1,NMSU101_250330_0154.wav,1,non-contact,medium,1,4.407982145671637e-114,FALSE
NMSU101_250330_0154__2,NMSU101_250330_0154.wav,2,non-contact,medium,1,2.8483425175207777e-96,FALSE
NMSU101_250330_0154__3,NMSU101_250330_0154.wav,3,non-contact,high,1,4.6880466408610905e-28,FALSE
NMSU101_250330_0154__4,NMSU101_250330_0154.wav,4,non-contact,high,1,7.318934356140016e-46,FALSE
NMSU101_250330_0154__5,NMSU101_250330_0154.wav,5,non-contact,high,1,1.0852803624560602e-58,FALSE
NMSU101_250330_0154__6,NMSU101_250330_0154.wav,6,non-contact,high,1,6.828123335640727e-58,FALSE
NMSU101_250330_0154__7,NMSU101_250330_0154.wav,7,contact-like,high,2,0.8353513647202463,TRUE
NMSU101_250330_0154__8,NMSU101_250330_0154.wav,8,non-contact,medium,6,7.660135417617918e-30,FALSE
NMSU101_250330_0154__9,NMSU101_250330_0154.wav,9,non-contact,medium,1,1.6330310356666585e-20,FALSE
NMSU101_250330_0154__11,NMSU101_250330_0154.wav,11,non-contact,medium,6,2.5673238539099414e-14,FALSE
NMSU101_250330_0154__13,NMSU101_250330_0154.wav,13,non-contact,high,1,3.569679590593995e-22,FALSE
NMSU101_250401_0164__1,NMSU101_250401_0164.wav,1,non-contact,medium,1,4.3887343209050996e-23,FALSE
NMSU101_250401_0164__2,NMSU101_250401_0164.wav,2,non-contact,medium,1,4.3713035363985483e-14,FALSE
NMSU101_250401_0164__3,NMSU101_250401_0164.wav,3,non-contact,high,1,2.6317311867457608e-23,FALSE
NMSU101_250401_0164__4,NMSU101_250401_0164.wav,4,non-contact,high,6,0.12988241944901285,FALSE
NMSU101_250401_0164__5,NMSU101_250401_0164.wav,5,non-contact,high,6,1.4328700064481244e-4,FALSE
NMSU101_250401_0164__6,NMSU101_250401_0164.wav,6,non-contact,high,6,3.479581860384374e-6,FALSE
NMSU101_250401_0164__7,NMSU101_250401_0164.wav,7,non-contact,high,6,3.513360978682415e-5,FALSE
NMSU101_250401_0164__8,NMSU101_250401_0164.wav,8,non-contact,high,6,0.023087798346672968,FALSE
NMSU101_250401_0164__9,NMSU101_250401_0164.wav,9,non-contact,high,6,0.005625739181525241,FALSE
NMSU101_250401_0164__10,NMSU101_250401_0164.wav,10,non-contact,medium,1,1.0211240779581416e-22,FALSE
NMSU102_250406_0185__2,NMSU102_250406_0185.wav,2,non-contact,medium,1,6.297193834993645e-37,FALSE
NMSU102_250406_0185__8,NMSU102_250406_0185.wav,8,contact-like,high,3,0.9295921782225592,TRUE
NMSU108_250410_0203__1,NMSU108_250410_0203.wav,1,non-contact,medium,1,2.7834682627255364e-25,FALSE
NMSU108_250410_0203__3,NMSU108_250410_0203.wav,3,non-contact,medium,1,1.0379503338268959e-39,FALSE
NMSU108_250410_0203__4,NMSU108_250410_0203.wav,4,non-contact,medium,1,3.265705038057604e-85,FALSE
NMSU108_250410_0203__6,NMSU108_250410_0203.wav,6,non-contact,medium,1,1.0485093412044206e-71,FALSE
NMSU108_250410_0203__8,NMSU108_250410_0203.wav,8,non-contact,medium,1,1.5385734286695742e-237,FALSE
NMSU108_250410_0203__9,NMSU108_250410_0203.wav,9,non-contact,medium,1,6.6765715491446114e-43,FALSE
NMSU108_250410_0203__10,NMSU108_250410_0203.wav,10,non-contact,medium,1,1.6067203681611763e-72,FALSE
NMSU108_250410_0203__12,NMSU108_250410_0203.wav,12,non-contact,high,1,3.828001670319612e-95,FALSE
NMSU108_250410_0203__14,NMSU108_250410_0203.wav,14,non-contact,high,1,6.33548678599851e-116,FALSE
NMSU108_250410_0203__15,NMSU108_250410_0203.wav,15,non-contact,medium,1,2.2463280950441732e-81,FALSE
NMSU108_250410_0203__16,NMSU108_250410_0203.wav,16,non-contact,high,6,1.831514052513487e-41,FALSE
NMSU108_250410_0203__17,NMSU108_250410_0203.wav,17,non-contact,high,1,2.8733208418023844e-25,FALSE
NMSU108_250410_0203__18,NMSU108_250410_0203.wav,18,contact-like,high,1,4.777411337413645e-4,FALSE
NMSU108_250410_0203__19,NMSU108_250410_0203.wav,19,contact-like,high,6,0.11406935951730847,FALSE
NMSU108_250410_0203__20,NMSU108_250410_0203.wav,20,non-contact,high,1,9.03427435776531e-55,FALSE
NMSU108_250410_0203__21,NMSU108_250410_0203.wav,21,non-contact,high,1,3.861168084425426e-49,FALSE
NMSU108_250410_0203__22,NMSU108_250410_0203.wav,22,non-contact,high,1,1.888502883125267e-86,FALSE
NMSU108_250410_0203__23,NMSU108_250410_0203.wav,23,non-contact,high,1,6.340847832487672e-41,FALSE
NMSU108_250410_0203__24,NMSU108_250410_0203.wav,24,non-contact,high,1,1.0422689618634859e-86,FALSE
NMSU108_250410_0203__25,NMSU108_250410_0203.wav,25,non-contact,high,1,5.6782328687891e-55,FALSE
NMSU108_250410_0203__26,NMSU108_250410_0203.wav,26,contact-like,high,2,0.8481713747381192,TRUE
NMSU108_250410_0203__27,NMSU108_250410_0203.wav,27,contact-like,high,2,0.5907540341188348,FALSE
NMSU108_250410_0203__28,NMSU108_250410_0203.wav,28,contact-like,high,2,0.7581346394927109,FALSE
NMSU108_250410_0203__29,NMSU108_250410_0203.wav,29,contact-like,high,2,0.9293672843937043,TRUE
NMSU108_250410_0203__30,NMSU108_250410_0203.wav,30,contact-like,high,2,0.9189135482819186,TRUE
NMSU108_250410_0203__31,NMSU108_250410_0203.wav,31,contact-like,high,3,0.9692652296293403,TRUE
NMSU108_250410_0203__32,NMSU108_250410_0203.wav,32,contact-like,high,2,0.8935688647095208,TRUE
NMSU108_250410_0203__33,NMSU108_250410_0203.wav,33,contact-like,high,2,0.8481078084597645,TRUE
NMSU108_250410_0203__34,NMSU108_250410_0203.wav,34,contact-like,high,2,0.7330423397157381,FALSE
NMSU108_250410_0203__35,NMSU108_250410_0203.wav,35,contact-like,high,2,0.8248826141944243,TRUE
NMSU108_250410_0203__36,NMSU108_250410_0203.wav,36,contact-like,high,2,0.7772046238391274,FALSE
NMSU108_250410_0203__37,NMSU108_250410_0203.wav,37,contact-like,high,2,0.9119516936075301,TRUE
NMSU108_250410_0203__38,NMSU108_250410_0203.wav,38,contact-like,high,2,0.5506507267619846,FALSE
NMSU108_250410_0203__39,NMSU108_250410_0203.wav,39,contact-like,high,2,0.7801185889798969,FALSE
NMSU108_250410_0203__40,NMSU108_250410_0203.wav,40,contact-like,high,2,0.9389854002934239,TRUE
NMSU108_250410_0203__41,NMSU108_250410_0203.wav,41,contact-like,high,2,0.9058277101211565,TRUE
NMSU108_250410_0203__42,NMSU108_250410_0203.wav,42,contact-like,high,2,0.5597823711596596,FALSE
NMSU108_250410_0203__43,NMSU108_250410_0203.wav,43,contact-like,high,6,7.017805967757956e-4,FALSE
NMSU108_250410_0203__44,NMSU108_250410_0203.wav,44,contact-like,high,6,0.007413090957542161,FALSE
NMSU108_250410_0203__45,NMSU108_250410_0203.wav,45,contact-like,high,6,0.3541924424459435,FALSE
NMSU108_250410_0203__46,NMSU108_250410_0203.wav,46,contact-like,high,2,0.7506651238385563,FALSE
NMSU108_250410_0203__47,NMSU108_250410_0203.wav,47,contact-like,high,2,0.6597183565069502,FALSE
NMSU108_250410_0203__48,NMSU108_250410_0203.wav,48,contact-like,high,2,0.8233083383397075,TRUE
NMSU108_250410_0203__49,NMSU108_250410_0203.wav,49,contact-like,high,6,0.020552321748837643,FALSE
NMSU108_250410_0203__50,NMSU108_250410_0203.wav,50,contact-like,high,3,0.9702323498964102,TRUE
NMSU110_250329_0157__1,NMSU110_250329_0157.wav,1,contact-like,high,4,0.9834498278088843,TRUE
NMSU110_250329_0157__2,NMSU110_250329_0157.wav,2,contact-like,high,4,0.9943909437159629,TRUE
NMSU110_250329_0157__3,NMSU110_250329_0157.wav,3,contact-like,high,6,0.368572830057252,FALSE
NMSU110_250329_0157__4,NMSU110_250329_0157.wav,4,contact-like,high,3,0.6574056796616397,FALSE
NMSU110_250329_0157__5,NMSU110_250329_0157.wav,5,contact-like,high,4,0.9891690331276795,TRUE
NMSU110_250329_0157__6,NMSU110_250329_0157.wav,6,contact-like,medium,4,0.9891392400858174,TRUE
NMSU110_250329_0157__7,NMSU110_250329_0157.wav,7,contact-like,medium,3,0.9739494588313415,TRUE
NMSU110_250329_0157__8,NMSU110_250329_0157.wav,8,contact-like,medium,3,0.9696485077529788,TRUE
NMSU110_250329_0157__9,NMSU110_250329_0157.wav,9,contact-like,medium,3,0.9429482165989942,TRUE
NMSU110_250329_0157__10,NMSU110_250329_0157.wav,10,contact-like,medium,3,0.9670644914020763,TRUE
NMSU110_250329_0157__11,NMSU110_250329_0157.wav,11,contact-like,medium,4,0.9884534805779296,TRUE
NMSU110_250329_0157__12,NMSU110_250329_0157.wav,12,contact-like,medium,4,0.9830467269875873,TRUE
NMSU110_250329_0157__13,NMSU110_250329_0157.wav,13,contact-like,medium,2,0.7373880708701313,FALSE
NMSU111_250309_0040__1,NMSU111_250309_0040.wav,1,non-contact,medium,1,8.180271102415742e-19,FALSE
NMSU111_250309_0040__2,NMSU111_250309_0040.wav,2,non-contact,high,1,7.500787623581817e-21,FALSE
NMSU111_250309_0040__3,NMSU111_250309_0040.wav,3,non-contact,high,1,3.0503900962685248e-12,FALSE
NMSU111_250309_0040__4,NMSU111_250309_0040.wav,4,non-contact,high,1,4.348638138179367e-19,FALSE
NMSU111_250309_0040__5,NMSU111_250309_0040.wav,5,non-contact,medium,1,2.822838239324667e-48,FALSE
NMSU111_250309_0040__6,NMSU111_250309_0040.wav,6,non-contact,medium,1,2.7794480700378574e-41,FALSE
NMSU121_250331_0164__1,NMSU121_250331_0164.wav,1,contact-like,high,3,0.970679092910261,TRUE
NMSU121_250331_0164__2,NMSU121_250331_0164.wav,2,contact-like,high,3,0.9469041829586492,TRUE
NMSU123_250321_0115__1,NMSU123_250321_0115.wav,1,non-contact,medium,1,7.851850616277385e-153,FALSE
NMSU123_250321_0115__2,NMSU123_250321_0115.wav,2,non-contact,medium,1,1.3768467414859485e-65,FALSE
NMSU123_250321_0115__3,NMSU123_250321_0115.wav,3,non-contact,high,1,1.2496466214966928e-32,FALSE
NMSU123_250321_0115__11,NMSU123_250321_0115.wav,11,contact-like,high,2,0.8448875167183098,TRUE
NMSU123_250406_0197__1,NMSU123_250406_0197.wav,1,non-contact,medium,1,6.909576993033892e-15,FALSE
NMSU123_250406_0197__2,NMSU123_250406_0197.wav,2,non-contact,medium,1,2.679682415184064e-7,FALSE
NMSU123_250406_0197__3,NMSU123_250406_0197.wav,3,non-contact,high,1,1.536394796440797e-16,FALSE
NMSU123_250406_0197__4,NMSU123_250406_0197.wav,4,non-contact,medium,1,8.417989137037715e-28,FALSE
NMSU123_250406_0197__5,NMSU123_250406_0197.wav,5,non-contact,high,1,4.796101980593344e-11,FALSE
NMSU123_250406_0197__7,NMSU123_250406_0197.wav,7,non-contact,medium,1,3.4196967374683654e-13,FALSE
NMSU123_250406_0197__8,NMSU123_250406_0197.wav,8,non-contact,medium,1,2.4916076595535912e-27,FALSE
NMSU123_250406_0197__9,NMSU123_250406_0197.wav,9,non-contact,medium,1,3.4274953761432634e-32,FALSE
NMSU123_250406_0197__10,NMSU123_250406_0197.wav,10,non-contact,medium,1,2.097173062483076e-60,FALSE
NMSU123_250406_0197__11,NMSU123_250406_0197.wav,11,non-contact,high,1,9.396605176899932e-79,FALSE
NMSU123_250406_0197__12,NMSU123_250406_0197.wav,12,contact-like,high,2,0.5980410519814481,FALSE
NMSU123_250406_0197__13,NMSU123_250406_0197.wav,13,contact-like,high,2,0.8284007511698606,TRUE
NMSU123_250406_0197__14,NMSU123_250406_0197.wav,14,contact-like,high,2,0.8463305074979908,TRUE
NMSU123_250406_0197__15,NMSU123_250406_0197.wav,15,contact-like,high,6,3.535809887109339e-13,FALSE
NMSU123_250406_0197__16,NMSU123_250406_0197.wav,16,contact-like,high,6,1.16658888322634e-7,FALSE
NMSU123_250406_0197__17,NMSU123_250406_0197.wav,17,contact-like,high,1,1.8120086640993622e-22,FALSE
NMSU123_250406_0197__18,NMSU123_250406_0197.wav,18,contact-like,high,2,0.9303976346305606,TRUE
NMSU123_250406_0197__19,NMSU123_250406_0197.wav,19,contact-like,high,2,0.878723194328477,TRUE
NMSU123_250406_0197__20,NMSU123_250406_0197.wav,20,contact-like,high,2,0.7804338619797021,FALSE
NMSU123_250406_0197__21,NMSU123_250406_0197.wav,21,non-contact,high,1,2.2879384297674414e-42,FALSE
NMSU123_250406_0197__22,NMSU123_250406_0197.wav,22,non-contact,high,1,6.461750228233962e-24,FALSE
NMSU123_250406_0197__23,NMSU123_250406_0197.wav,23,non-contact,medium,1,4.536652308483136e-12,FALSE
NMSU159_250326_0138__2,NMSU159_250326_0138.wav,2,non-contact,high,1,1.0670743808227257e-21,FALSE
NMSU159_250326_0138__4,NMSU159_250326_0138.wav,4,non-contact,medium,1,4.036626477971469e-24,FALSE
NMSU159_250326_0138__5,NMSU159_250326_0138.wav,5,non-contact,high,1,5.1186925846378394e-26,FALSE
NMSU159_250326_0138__10,NMSU159_250326_0138.wav,10,non-contact,medium,1,2.3043999895002292e-24,FALSE
