call_uid,sound.files,selec,call_type,call_quality,cluster_unsup,p_contact,contact_thresh_pass
NMSU159_250326_0138__11,NMSU159_250326_0138.wav,11,non-contact,high,1,2.321364861966166e-87,FALSE
NMSU159_250326_0138__12,NMSU159_250326_0138.wav,12,non-contact,high,1,6.730614014686235e-17,FALSE
NMSU159_250326_0138__13,NMSU159_250326_0138.wav,13,non-contact,high,1,8.919079894719062e-16,FALSE
NMSU159_250326_0138__14,NMSU159_250326_0138.wav,14,non-contact,medium,1,5.269396110396692e-34,FALSE
NMSU159_250326_0138__15,NMSU159_250326_0138.wav,15,non-contact,medium,1,9.082765911125657e-22,FALSE
NMSU159_250330_0158__1,NMSU159_250330_0158.wav,1,non-contact,medium,6,0.03921708565485181,FALSE
NMSU159_250330_0158__2,NMSU159_250330_0158.wav,2,non-contact,medium,6,0.015945331269223633,FALSE
NMSU159_250330_0158__3,NMSU159_250330_0158.wav,3,non-contact,medium,6,0.031667148178543665,FALSE
NMSU159_250330_0158__4,NMSU159_250330_0158.wav,4,non-contact,medium,6,0.0014476374404361655,FALSE
NMSU159_250330_0158__5,NMSU159_250330_0158.wav,5,non-contact,medium,2,0.6829818006646488,FALSE
NMSU159_250330_0158__6,NMSU159_250330_0158.wav,6,non-contact,medium,6,4.2886046325635706e-5,FALSE
NMSU159_250330_0158__8,NMSU159_250330_0158.wav,8,non-contact,medium,6,0.0032608126296577843,FALSE
NMSU159_250330_0158__9,NMSU159_250330_0158.wav,9,contact-like,high,2,0.6641371617296874,FALSE
NMSU159_250330_0158__10,NMSU159_250330_0158.wav,10,contact-like,high,2,0.8383811515984945,TRUE
NMSU159_250330_0158__11,NMSU159_250330_0158.wav,11,contact-like,high,6,2.4830769695346675e-5,FALSE
NMSU159_250330_0158__12,NMSU159_250330_0158.wav,12,contact-like,high,2,0.9355667417896121,TRUE
NMSU159_250330_0158__13,NMSU159_250330_0158.wav,13,contact-like,high,2,0.9170246456327994,TRUE
NMSU159_250330_0158__14,NMSU159_250330_0158.wav,14,contact-like,high,2,0.8792322154226978,TRUE
NMSU159_250330_0158__15,NMSU159_250330_0158.wav,15,non-contact,medium,1,6.39285584310171e-22,FALSE
NMSU159_250330_0158__16,NMSU159_250330_0158.wav,16,non-contact,medium,1,4.2219523175933026e-33,FALSE
NMSU162_250406_0191__1,NMSU162_250406_0191.wav,1,non-contact,medium,1,2.2901724605880624e-177,FALSE
NMSU162_250406_0191__2,NMSU162_250406_0191.wav,2,non-contact,high,1,3.210571984403994e-58,FALSE
NMSU162_250406_0191__3,NMSU162_250406_0191.wav,3,non-contact,medium,1,1.927568483454708e-70,FALSE
NMSU162_250406_0191__4,NMSU162_250406_0191.wav,4,non-contact,medium,1,1.3183088464026275e-65,FALSE
NMSU162_250406_0191__5,NMSU162_250406_0191.wav,5,non-contact,high,1,6.322867818041536e-22,FALSE
NMSU162_250406_0191__6,NMSU162_250406_0191.wav,6,non-contact,high,1,2.675605885908323e-28,FALSE
NMSU162_250406_0191__7,NMSU162_250406_0191.wav,7,non-contact,high,1,1.5385451890026904e-8,FALSE
NMSU162_250406_0191__8,NMSU162_250406_0191.wav,8,non-contact,high,1,2.852015699524509e-13,FALSE
NMSU162_250406_0191__9,NMSU162_250406_0191.wav,9,non-contact,medium,1,1.3345260307246103e-28,FALSE
NMSU162_250406_0191__11,NMSU162_250406_0191.wav,11,contact-like,high,3,0.8003002491778255,TRUE
NMSU162_250406_0191__12,NMSU162_250406_0191.wav,12,non-contact,high,6,0.39251682299416435,FALSE
NMSU162_250406_0191__13,NMSU162_250406_0191.wav,13,non-contact,high,1,0.009143633565349729,FALSE
NMSU162_250406_0191__14,NMSU162_250406_0191.wav,14,contact-like,high,3,0.967579050164075,TRUE
NMSU162_250406_0191__15,NMSU162_250406_0191.wav,15,contact-like,high,3,0.9847394142298433,TRUE
NMSU162_250406_0191__16,NMSU162_250406_0191.wav,16,contact-like,high,3,0.971730011488712,TRUE
NMSU162_250406_0191__17,NMSU162_250406_0191.wav,17,contact-like,high,3,0.8852061040145056,TRUE
NMSU162_250406_0191__18,NMSU162_250406_0191.wav,18,contact-like,high,3,0.9831996201882428,TRUE
NMSU162_250406_0191__19,NMSU162_250406_0191.wav,19,contact-like,high,3,0.9841953593999122,TRUE
NMSU162_250406_0191__20,NMSU162_250406_0191.wav,20,contact-like,high,2,0.8217938794501672,TRUE
NMSU162_250406_0191__21,NMSU162_250406_0191.wav,21,contact-like,high,3,0.9748970245602195,TRUE
NMSU162_250406_0191__22,NMSU162_250406_0191.wav,22,contact-like,high,3,0.9480789782008061,TRUE
NMSU162_250406_0191__23,NMSU162_250406_0191.wav,23,contact-like,high,3,0.9582072174635324,TRUE
NMSU162_250406_0191__24,NMSU162_250406_0191.wav,24,contact-like,high,6,0.013150068544201917,FALSE
NMSU162_250406_0191__25,NMSU162_250406_0191.wav,25,contact-like,high,3,0.9690368037149799,TRUE
NMSU162_250406_0191__26,NMSU162_250406_0191.wav,26,contact-like,high,3,0.9854503654645461,TRUE
NMSU162_250406_0191__27,NMSU162_250406_0191.wav,27,contact-like,high,2,0.8149913898933714,TRUE
NMSU162_250406_0191__28,NMSU162_250406_0191.wav,28,contact-like,high,3,0.9045116640608104,TRUE
NMSU162_250406_0191__29,NMSU162_250406_0191.wav,29,contact-like,high,3,0.9792016716622272,TRUE
NMSU162_250406_0191__30,NMSU162_250406_0191.wav,30,contact-like,high,3,0.9568515951991811,TRUE
NMSU162_250406_0191__31,NMSU162_250406_0191.wav,31,contact-like,high,3,0.9823254140784924,TRUE
NMSU162_250406_0191__32,NMSU162_250406_0191.wav,32,contact-like,high,3,0.978282330588598,TRUE
NMSU162_250406_0191__33,NMSU162_250406_0191.wav,33,contact-like,high,2,0.8926652602488666,TRUE
NMSU164_250329_0162__2,NMSU164_250329_0162.wav,2,non-contact,high,1,2.4717848006306636e-11,FALSE
NMSU164_250329_0162__3,NMSU164_250329_0162.wav,3,non-contact,high,1,8.21615081881589e-10,FALSE
NMSU164_250329_0162__4,NMSU164_250329_0162.wav,4,non-contact,high,1,2.294934332911682e-21,FALSE
NMSU164_250329_0162__5,NMSU164_250329_0162.wav,5,non-contact,high,1,3.2451709112384216e-43,FALSE
NMSU164_250329_0162__6,NMSU164_250329_0162.wav,6,non-contact,medium,1,5.766791439284804e-15,FALSE
NMSU164_250329_0162__7,NMSU164_250329_0162.wav,7,non-contact,high,1,0.036547913315395336,FALSE
NMSU164_250329_0162__8,NMSU164_250329_0162.wav,8,contact-like,high,2,0.8101898017805429,TRUE
NMSU164_250329_0162__9,NMSU164_250329_0162.wav,9,non-contact,high,1,1.1910192047330427e-29,FALSE
NMSU169_250409_0201__1,NMSU169_250409_0201.wav,1,contact-like,high,6,0.49235516506473204,FALSE
NMSU169_250409_0201__2,NMSU169_250409_0201.wav,2,contact-like,high,2,0.8414287350565781,TRUE
NMSU169_250409_0201__3,NMSU169_250409_0201.wav,3,contact-like,high,2,0.7781400065032651,FALSE
NMSU169_250409_0201__4,NMSU169_250409_0201.wav,4,contact-like,high,6,0.25615449491230496,FALSE
NMSU169_250409_0201__5,NMSU169_250409_0201.wav,5,contact-like,high,6,0.29073456386121954,FALSE
NMSU169_250409_0201__7,NMSU169_250409_0201.wav,7,non-contact,medium,1,1.3844530906682015e-67,FALSE
NMSU169_250409_0201__8,NMSU169_250409_0201.wav,8,non-contact,medium,1,1.1320083644031534e-92,FALSE
NMSU169_250409_0201__9,NMSU169_250409_0201.wav,9,non-contact,medium,1,8.659261310069629e-87,FALSE
NMSU169_250409_0201__10,NMSU169_250409_0201.wav,10,non-contact,medium,1,3.2356448888554068e-99,FALSE
NMSU169_250409_0201__11,NMSU169_250409_0201.wav,11,non-contact,medium,1,2.4973696716176934e-42,FALSE
NMSU169_250409_0201__12,NMSU169_250409_0201.wav,12,non-contact,medium,1,1.0144127764444329e-125,FALSE
NMSU169_250409_0201__13,NMSU169_250409_0201.wav,13,non-contact,medium,1,1.4865854432592984e-41,FALSE
NMSU169_250409_0201__14,NMSU169_250409_0201.wav,14,contact-like,high,2,0.8518993174361656,TRUE
NMSU169_250409_0201__15,NMSU169_250409_0201.wav,15,contact-like,high,2,0.8424351307219967,TRUE
NMSU169_250409_0201__16,NMSU169_250409_0201.wav,16,contact-like,high,2,0.8627879904846112,TRUE
NMSU169_250409_0201__17,NMSU169_250409_0201.wav,17,contact-like,high,2,0.6596765210913174,FALSE
NMSU169_250409_0201__18,NMSU169_250409_0201.wav,18,contact-like,high,2,0.784066415705198,FALSE
NMSU169_250409_0201__19,NMSU169_250409_0201.wav,19,contact-like,high,6,0.24096352364427576,FALSE
NMSU169_250409_0201__20,NMSU169_250409_0201.wav,20,non-contact,medium,6,1.9423852218889515e-59,FALSE
NMSU169_250409_0201__21,NMSU169_250409_0201.wav,21,non-contact,medium,6,1.0409948089808222e-60,FALSE
NMSU169_250409_0201__22,NMSU169_250409_0201.wav,22,non-contact,medium,6,5.546824454323567e-89,FALSE
NMSU169_250409_0201__23,NMSU169_250409_0201.wav,23,non-contact,medium,6,1.3112744963218688e-87,FALSE
NMSU169_250409_0201__24,NMSU169_250409_0201.wav,24,non-contact,medium,6,3.3424300748890067e-23,FALSE
NMSU169_250409_0201__25,NMSU169_250409_0201.wav,25,contact-like,high,2,0.9109966791181879,TRUE
NMSU169_250409_0201__26,NMSU169_250409_0201.wav,26,contact-like,high,2,0.8765900287665033,TRUE
NMSU169_250409_0201__27,NMSU169_250409_0201.wav,27,contact-like,high,2,0.9416289410211881,TRUE
NMSU169_250409_0201__28,NMSU169_250409_0201.wav,28,contact-like,high,2,0.8730134659560658,TRUE
NMSU169_250409_0201__29,NMSU169_250409_0201.wav,29,contact-like,high,2,0.6082856492742523,FALSE
NMSU169_250409_0201__30,NMSU169_250409_0201.wav,30,contact-like,high,2,0.6921788766874513,FALSE
NMSU169_250409_0201__31,NMSU169_250409_0201.wav,31,contact-like,high,2,0.8994986726058755,TRUE
NMSU169_250409_0201__32,NMSU169_250409_0201.wav,32,contact-like,high,2,0.7173632230210201,FALSE
NMSU169_250409_0201__33,NMSU169_250409_0201.wav,33,contact-like,high,2,0.8335516622274909,TRUE
NMSU169_250409_0201__34,NMSU169_250409_0201.wav,34,contact-like,high,2,0.885802775291753,TRUE
NMSU169_250409_0201__35,NMSU169_250409_0201.wav,35,contact-like,high,2,0.5791333058963081,FALSE
NMSU169_250409_0201__36,NMSU169_250409_0201.wav,36,contact-like,high,2,0.9170939896105311,TRUE
NMSU169_250409_0201__37,NMSU169_250409_0201.wav,37,contact-like,high,2,0.8971529560500058,TRUE
NMSU169_250409_0201__38,NMSU169_250409_0201.wav,38,contact-like,high,2,0.9072336059623284,TRUE
NMSU169_250409_0201__39,NMSU169_250409_0201.wav,39,contact-like,high,2,0.905671025222398,TRUE
NMSU169_250409_0201__40,NMSU169_250409_0201.wav,40,contact-like,high,2,0.9538550296781143,TRUE
NMSU169_250409_0201__41,NMSU169_250409_0201.wav,41,contact-like,high,6,3.3183077404486125e-5,FALSE
NMSU169_250409_0201__42,NMSU169_250409_0201.wav,42,contact-like,high,2,0.9640679294637339,TRUE
NMSU169_250409_0201__43,NMSU169_250409_0201.wav,43,contact-like,high,2,0.7801770377996485,FALSE
NMSU169_250409_0201__44,NMSU169_250409_0201.wav,44,contact-like,high,2,0.8762954163123196,TRUE
NMSU169_250409_0201__45,NMSU169_250409_0201.wav,45,contact-like,high,2,0.9109709104711313,TRUE
NMSU169_250409_0201__46,NMSU169_250409_0201.wav,46,contact-like,high,6,0.20505315120192752,FALSE
NMSU169_250409_0201__47,NMSU169_250409_0201.wav,47,contact-like,high,2,0.87225964849768,TRUE
NMSU169_250409_0201__48,NMSU169_250409_0201.wav,48,contact-like,high,2,0.8690762644216462,TRUE
NMSU169_250409_0201__49,NMSU169_250409_0201.wav,49,contact-like,high,2,0.9461673649281431,TRUE
NMSU169_250409_0201__50,NMSU169_250409_0201.wav,50,contact-like,high,2,0.8206394498433092,TRUE
NMSU169_250409_0201__51,NMSU169_250409_0201.wav,51,contact-like,high,2,0.9285642234211373,TRUE
NMSU169_250409_0201__52,NMSU169_250409_0201.wav,52,contact-like,high,2,0.8767017061829426,TRUE
NMSU169_250409_0201__53,NMSU169_250409_0201.wav,53,contact-like,high,2,0.9371614510099413,TRUE
NMSU169_250409_0201__54,NMSU169_250409_0201.wav,54,contact-like,high,2,0.9258428818102861,TRUE
NMSU169_250409_0201__55,NMSU169_250409_0201.wav,55,contact-like,high,2,0.9067127276772304,TRUE
NMSU169_250409_0201__56,NMSU169_250409_0201.wav,56,contact-like,high,2,0.8040536370337075,TRUE
NMSU169_250409_0201__57,NMSU169_250409_0201.wav,57,contact-like,high,2,0.8180230393284007,TRUE
NMSU169_250409_0201__58,NMSU169_250409_0201.wav,58,contact-like,high,2,0.9144640986359956,TRUE
NMSU169_250409_0201__59,NMSU169_250409_0201.wav,59,contact-like,medium,6,0.007632842093310635,FALSE
NMSU169_250409_0201__60,NMSU169_250409_0201.wav,60,non-contact,medium,6,6.707897647242142e-23,FALSE
NMSU169_250409_0201__61,NMSU169_250409_0201.wav,61,contact-like,high,2,0.6637310790754024,FALSE
NMSU169_250409_0201__62,NMSU169_250409_0201.wav,62,contact-like,high,6,0.4858446404053489,FALSE
NMSU169_250409_0201__63,NMSU169_250409_0201.wav,63,contact-like,high,6,0.4821335924209355,FALSE
NMSU169_250409_0201__64,NMSU169_250409_0201.wav,64,contact-like,high,2,0.9379657082895692,TRUE
NMSU169_250409_0201__65,NMSU169_250409_0201.wav,65,contact-like,high,2,0.8042026005455671,TRUE
NMSU169_250409_0201__66,NMSU169_250409_0201.wav,66,contact-like,high,2,0.7818364869140239,FALSE
NMSU169_250409_0201__67,NMSU169_250409_0201.wav,67,contact-like,high,2,0.9479438565327016,TRUE
NMSU169_250409_0201__68,NMSU169_250409_0201.wav,68,contact-like,high,2,0.9133252108566612,TRUE
NMSU169_250409_0201__69,NMSU169_250409_0201.wav,69,contact-like,high,2,0.9229934912673816,TRUE
NMSU169_250409_0201__70,NMSU169_250409_0201.wav,70,contact-like,high,2,0.9170955943620247,TRUE
NMSU169_250409_0201__71,NMSU169_250409_0201.wav,71,contact-like,high,2,0.9467558088992576,TRUE
NMSU169_250409_0201__72,NMSU169_250409_0201.wav,72,contact-like,high,2,0.8442287722488003,TRUE
NMSU169_250409_0201__73,NMSU169_250409_0201.wav,73,contact-like,high,2,0.8903643397385826,TRUE
NMSU169_250409_0201__74,NMSU169_250409_0201.wav,74,contact-like,high,2,0.894741861193991,TRUE
NMSU169_250409_0201__75,NMSU169_250409_0201.wav,75,contact-like,medium,3,0.5516051566593325,FALSE
NMSU169_250409_0201__76,NMSU169_250409_0201.wav,76,non-contact,medium,6,1.4098907767109485e-19,FALSE
NMSU169_250409_0201__77,NMSU169_250409_0201.wav,77,contact-like,medium,6,5.154334309380245e-4,FALSE
NMSU170_250406_0187__1,NMSU170_250406_0187.wav,1,non-contact,medium,1,2.23615454453538e-129,FALSE
NMSU170_250406_0187__2,NMSU170_250406_0187.wav,2,non-contact,medium,1,3.1641388457709305e-64,FALSE
NMSU170_250406_0187__3,NMSU170_250406_0187.wav,3,non-contact,medium,1,1.0863975508790867e-154,FALSE
NMSU170_250406_0187__4,NMSU170_250406_0187.wav,4,non-contact,medium,1,6.333320027031507e-84,FALSE
NMSU170_250406_0187__5,NMSU170_250406_0187.wav,5,contact-like,high,2,0.7368386550946026,FALSE
NMSU170_250406_0187__6,NMSU170_250406_0187.wav,6,contact-like,high,2,0.8550154524675089,TRUE
NMSU170_250406_0187__7,NMSU170_250406_0187.wav,7,contact-like,high,2,0.837344468757526,TRUE
NMSU170_250406_0187__8,NMSU170_250406_0187.wav,8,contact-like,high,2,0.944271614086378,TRUE
NMSU170_250406_0187__9,NMSU170_250406_0187.wav,9,contact-like,high,2,0.584339281799916,FALSE
NMSU170_250406_0187__10,NMSU170_250406_0187.wav,10,contact-like,high,2,0.9276275368959671,TRUE
NMSU172_250329_0154__1,NMSU172_250329_0154.wav,1,non-contact,high,1,1.4203996540759953e-56,FALSE
NMSU172_250329_0154__2,NMSU172_250329_0154.wav,2,non-contact,high,1,2.1795818593529097e-37,FALSE
NMSU172_250329_0154__3,NMSU172_250329_0154.wav,3,non-contact,high,1,1.1714598786952361e-23,FALSE
NMSU172_250329_0154__4,NMSU172_250329_0154.wav,4,non-contact,high,6,2.0814188724997337e-6,FALSE
NMSU172_250329_0154__5,NMSU172_250329_0154.wav,5,non-contact,high,5,3.2301032025236664e-10,FALSE
NMSU172_250329_0154__6,NMSU172_250329_0154.wav,6,non-contact,high,5,1.5528516501919073e-10,FALSE
NMSU172_250329_0154__7,NMSU172_250329_0154.wav,7,contact-like,high,6,5.820462104039634e-6,FALSE
NMSU172_250329_0154__8,NMSU172_250329_0154.wav,8,contact-like,high,2,0.8526181964046226,TRUE
NMSU172_250329_0154__9,NMSU172_250329_0154.wav,9,contact-like,high,2,0.8415424955224861,TRUE
NMSU172_250329_0154__10,NMSU172_250329_0154.wav,10,contact-like,high,2,0.7145153220713539,FALSE
NMSU172_250329_0154__11,NMSU172_250329_0154.wav,11,non-contact,high,3,0.7148316931708613,FALSE
NMSU172_250329_0154__12,NMSU172_250329_0154.wav,12,contact-like,high,2,0.9716882764024238,TRUE
NMSU172_250329_0154__13,NMSU172_250329_0154.wav,13,contact-like,high,2,0.9357185376236961,TRUE
NMSU172_250329_0154__14,NMSU172_250329_0154.wav,14,contact-like,high,2,0.944642392202264,TRUE
NMSU172_250329_0154__15,NMSU172_250329_0154.wav,15,contact-like,high,2,0.9193187742677207,TRUE
NMSU172_250329_0154__16,NMSU172_250329_0154.wav,16,non-contact,high,1,3.705983227444119e-5,FALSE
NMSU172_250329_0154__17,NMSU172_250329_0154.wav,17,contact-like,high,2,0.9456499709293968,TRUE
NMSU172_250329_0154__18,NMSU172_250329_0154.wav,18,non-contact,high,1,5.602438307753549e-13,FALSE
NMSU172_250329_0154__19,NMSU172_250329_0154.wav,19,non-contact,high,1,2.714770980446447e-7,FALSE
NMSU172_250329_0154__20,NMSU172_250329_0154.wav,20,contact-like,high,2,0.9238390015809821,TRUE
NMSU172_250329_0154__21,NMSU172_250329_0154.wav,21,contact-like,high,2,0.9391638978284528,TRUE
NMSU172_250329_0154__22,NMSU172_250329_0154.wav,22,contact-like,high,6,1.8817187635633852e-4,FALSE
NMSU172_250329_0154__23,NMSU172_250329_0154.wav,23,contact-like,high,2,0.9734742571359322,TRUE
NMSU172_250329_0154__24,NMSU172_250329_0154.wav,24,contact-like,high,6,0.44011907355459823,FALSE
NMSU172_250329_0154__25,NMSU172_250329_0154.wav,25,contact-like,high,2,0.9635366351173331,TRUE
NMSU172_250329_0154__26,NMSU172_250329_0154.wav,26,contact-like,high,2,0.8880205447237975,TRUE
NMSU172_250329_0154__27,NMSU172_250329_0154.wav,27,contact-like,high,2,0.8633911016161029,TRUE
NMSU172_250329_0154__28,NMSU172_250329_0154.wav,28,contact-like,high,2,0.892221824422876,TRUE
NMSU172_250329_0154__29,NMSU172_250329_0154.wav,29,non-contact,high,1,1.5493281407200867e-31,FALSE
NMSU172_250329_0154__30,NMSU172_250329_0154.wav,30,non-contact,high,1,7.111754595265116e-24,FALSE
NMSU172_250329_0154__31,NMSU172_250329_0154.wav,31,non-contact,high,1,1.9456723688611093e-18,FALSE
NMSU172_250329_0154__32,NMSU172_250329_0154.wav,32,non-contact,high,5,8.554593688859653e-8,FALSE
NMSU172_250329_0154__33,NMSU172_250329_0154.wav,33,non-contact,high,5,3.003735567741591e-6,FALSE
NMSU172_250329_0154__34,NMSU172_250329_0154.wav,34,non-contact,high,5,4.1609764113274297e-7,FALSE
NMSU172_250329_0154__35,NMSU172_250329_0154.wav,35,non-contact,high,2,0.8007133038998097,TRUE
NMSU172_250329_0154__36,NMSU172_250329_0154.wav,36,non-contact,high,5,6.96030385253681e-4,FALSE
NMSU172_250329_0154__37,NMSU172_250329_0154.wav,37,non-contact,high,5,4.101149157591059e-7,FALSE
NMSU172_250329_0154__38,NMSU172_250329_0154.wav,38,non-contact,high,5,5.943066336323141e-7,FALSE
NMSU172_250329_0154__39,NMSU172_250329_0154.wav,39,non-contact,high,5,1.1348192108140017e-8,FALSE
NMSU172_250329_0154__40,NMSU172_250329_0154.wav,40,non-contact,high,5,4.9690872697737736e-8,FALSE
NMSU172_250329_0154__41,NMSU172_250329_0154.wav,41,non-contact,high,5,1.0599547714661169e-7,FALSE
NMSU172_250329_0154__42,NMSU172_250329_0154.wav,42,non-contact,high,5,2.308054452855998e-8,FALSE
NMSU172_250329_0154__43,NMSU172_250329_0154.wav,43,non-contact,high,5,4.53764668844734e-6,FALSE
NMSU172_250329_0154__44,NMSU172_250329_0154.wav,44,non-contact,high,5,3.2405876791385147e-6,FALSE
NMSU172_250329_0154__45,NMSU172_250329_0154.wav,45,non-contact,high,5,4.41264721043774e-10,FALSE
NMSU172_250329_0154__46,NMSU172_250329_0154.wav,46,non-contact,high,5,2.6180013481386037e-8,FALSE
NMSU172_250329_0154__47,NMSU172_250329_0154.wav,47,non-contact,high,5,8.298657834761622e-6,FALSE
NMSU172_250329_0154__48,NMSU172_250329_0154.wav,48,non-contact,high,5,3.410396695412979e-8,FALSE
NMSU172_250329_0154__49,NMSU172_250329_0154.wav,49,non-contact,high,5,4.796711627789869e-9,FALSE
NMSU172_250329_0154__50,NMSU172_250329_0154.wav,50,non-contact,high,5,3.914146744406664e-8,FALSE
NMSU172_250329_0154__51,NMSU172_250329_0154.wav,51,non-contact,high,5,9.407701792469314e-7,FALSE
NMSU172_250329_0154__52,NMSU172_250329_0154.wav,52,non-contact,high,5,3.366771342803192e-6,FALSE
NMSU172_250329_0154__53,NMSU172_250329_0154.wav,53,non-contact,high,5,1.5322073002463363e-4,FALSE
NMSU172_250329_0154__54,NMSU172_250329_0154.wav,54,non-contact,high,5,2.1062299367363493e-4,FALSE
NMSU172_250329_0154__55,NMSU172_250329_0154.wav,55,non-contact,high,5,2.4296109245842583e-9,FALSE
NMSU172_250329_0154__56,NMSU172_250329_0154.wav,56,non-contact,high,5,6.30128231082996e-5,FALSE
NMSU172_250329_0154__57,NMSU172_250329_0154.wav,57,non-contact,high,5,2.6908832248178587e-10,FALSE
NMSU172_250329_0154__58,NMSU172_250329_0154.wav,58,non-contact,high,5,4.3639692959700815e-9,FALSE
NMSU172_250329_0154__59,NMSU172_250329_0154.wav,59,non-contact,high,6,0.007667211544493219,FALSE
NMSU172_250329_0154__60,NMSU172_250329_0154.wav,60,non-contact,high,5,2.2492943977149158e-7,FALSE
NMSU172_250329_0154__61,NMSU172_250329_0154.wav,61,non-contact,high,1,1.939129771554497e-48,FALSE
NMSU172_250329_0154__62,NMSU172_250329_0154.wav,62,non-contact,high,1,1.3374501132733777e-49,FALSE
NMSU172_250329_0154__63,NMSU172_250329_0154.wav,63,non-contact,high,1,2.8185165649606873e-10,FALSE
NMSU172_250329_0154__64,NMSU172_250329_0154.wav,64,non-contact,high,1,1.2720954881732263e-14,FALSE
NMSU172_250329_0154__65,NMSU172_250329_0154.wav,65,non-contact,high,1,6.181055379476294e-5,FALSE
NMSU172_250329_0154__66,NMSU172_250329_0154.wav,66,non-contact,medium,6,1.101535808675452e-15,FALSE
NMSU172_250329_0154__67,NMSU172_250329_0154.wav,67,contact-like,high,6,1.7456818984208019e-9,FALSE
NMSU172_250329_0154__68,NMSU172_250329_0154.wav,68,contact-like,high,6,0.21533526049097432,FALSE
NMSU172_250329_0154__69,NMSU172_250329_0154.wav,69,contact-like,high,6,0.0035309518909099986,FALSE
NMSU172_250329_0154__70,NMSU172_250329_0154.wav,70,non-contact,high,5,1.629892185526892e-11,FALSE
NMSU172_250329_0154__71,NMSU172_250329_0154.wav,71,non-contact,high,5,2.393354112792572e-8,FALSE
NMSU172_250329_0154__72,NMSU172_250329_0154.wav,72,non-contact,high,5,3.544605161264723e-7,FALSE
NMSU172_250329_0154__73,NMSU172_250329_0154.wav,73,non-contact,high,5,9.511314395638286e-9,FALSE
NMSU172_250329_0154__74,NMSU172_250329_0154.wav,74,non-contact,high,5,1.260769233180886e-6,FALSE
NMSU172_250329_0154__75,NMSU172_250329_0154.wav,75,non-contact,high,5,1.5131057306654533e-7,FALSE
NMSU172_250329_0154__76,NMSU172_250329_0154.wav,76,non-contact,high,5,6.478789400552796e-5,FALSE
NMSU172_250329_0154__77,NMSU172_250329_0154.wav,77,non-contact,high,6,0.016735672991517014,FALSE
NMSU172_250329_0154__78,NMSU172_250329_0154.wav,78,non-contact,high,5,2.5718204852155264e-8,FALSE
NMSU172_250329_0154__79,NMSU172_250329_0154.wav,79,non-contact,high,5,2.6412465613845425e-4,FALSE
NMSU172_250329_0154__80,NMSU172_250329_0154.wav,80,non-contact,high,5,1.4399874168301641e-8,FALSE
NMSU172_250329_0154__81,NMSU172_250329_0154.wav,81,non-contact,high,6,7.740969728135929e-15,FALSE
NMSU172_250329_0154__82,NMSU172_250329_0154.wav,82,non-contact,high,6,6.521561795521738e-9,FALSE
NMSU172_250329_0154__83,NMSU172_250329_0154.wav,83,non-contact,high,5,6.643921630140601e-8,FALSE
NMSU172_250329_0154__84,NMSU172_250329_0154.wav,84,non-contact,high,5,1.2516918010990542e-5,FALSE
NMSU172_250329_0154__85,NMSU172_250329_0154.wav,85,non-contact,high,5,7.577138869141223e-8,FALSE
NMSU172_250329_0154__86,NMSU172_250329_0154.wav,86,non-contact,high,6,8.193399542367314e-7,FALSE
NMSU172_250329_0154__87,NMSU172_250329_0154.wav,87,non-contact,high,6,3.1638521049659495e-13,FALSE
NMSU172_250329_0154__88,NMSU172_250329_0154.wav,88,contact-like,high,2,0.9303199172267633,TRUE
NMSU172_250329_0154__89,NMSU172_250329_0154.wav,89,non-contact,high,1,3.3408238050664327e-10,FALSE
NMSU172_250329_0154__90,NMSU172_250329_0154.wav,90,non-contact,medium,6,8.837228205507719e-16,FALSE
NMSU172_250329_0154__91,NMSU172_250329_0154.wav,91,non-contact,medium,6,1.47039771233452e-36,FALSE
NMSU172_250329_0154__92,NMSU172_250329_0154.wav,92,contact-like,high,3,0.9384963800463897,TRUE
NMSU172_250329_0154__93,NMSU172_250329_0154.wav,93,non-contact,high,6,0.345468351326094,FALSE
NMSU172_250329_0154__94,NMSU172_250329_0154.wav,94,non-contact,high,6,0.32616311076427723,FALSE
NMSU172_250329_0154__95,NMSU172_250329_0154.wav,95,non-contact,high,6,0.013830201179455746,FALSE
NMSU172_250329_0154__96,NMSU172_250329_0154.wav,96,non-contact,high,6,0.025158706912481833,FALSE
NMSU172_250329_0154__97,NMSU172_250329_0154.wav,97,non-contact,high,5,1.46497328644625e-7,FALSE
NMSU172_250329_0154__98,NMSU172_250329_0154.wav,98,non-contact,high,2,0.8439584591008552,TRUE
NMSU172_250329_0154__99,NMSU172_250329_0154.wav,99,non-contact,high,6,0.1902045005552216,FALSE
NMSU172_250329_0154__100,NMSU172_250329_0154.wav,100,non-contact,high,5,8.40642667482456e-9,FALSE
NMSU172_250329_0154__101,NMSU172_250329_0154.wav,101,non-contact,high,5,1.228610710758043e-6,FALSE
NMSU172_250329_0154__102,NMSU172_250329_0154.wav,102,non-contact,high,6,0.3230725047538579,FALSE
NMSU172_250329_0154__103,NMSU172_250329_0154.wav,103,non-contact,high,2,0.5043820845557897,FALSE
NMSU172_250329_0154__104,NMSU172_250329_0154.wav,104,non-contact,high,6,2.100431131295622e-13,FALSE
NMSU172_250329_0154__105,NMSU172_250329_0154.wav,105,non-contact,high,6,1.5009838878569521e-9,FALSE
NMSU172_250329_0154__106,NMSU172_250329_0154.wav,106,non-contact,high,6,2.337826876825865e-12,FALSE
