call_uid,sound.files,cluster,call_type,p_contact,contact_thresh_pass,PC1,PC2,TSNE1,TSNE2,UMAP1,UMAP2
A150_250406_0178__46,A150_250406_0178.wav,6,contact-like,0.029003613618271137,FALSE,2.4774364586295454,3.2240622441064937,15.90983092788662,-17.84144715449446,-4.16350218415489,2.884107229950896
A150_250406_0178__47,A150_250406_0178.wav,1,non-contact,1.2322020397958108e-73,FALSE,-11.008706139589899,-3.0758838909619186,2.5814896797294833,44.65296465923879,11.092305215594866,0.737806675675383
A150_250406_0178__48,A150_250406_0178.wav,1,non-contact,4.701547039659535e-105,FALSE,-11.551598470515207,-1.4235045189576043,3.8932252191209917,44.736912504545465,11.23117259382973,0.8584605433969407
A150_250406_0178__49,A150_250406_0178.wav,1,non-contact,7.534792303041826e-95,FALSE,-11.613209068835356,-0.6489799212621205,3.894129177970836,43.84056806784172,11.169226678607561,0.9519990661172776
A150_250406_0178__50,A150_250406_0178.wav,2,contact-like,0.8323695853181029,TRUE,2.3609557206633576,4.508497668618232,26.598726650260637,-3.38662912282661,-0.7562482631229379,4.941558478119841
A150_250406_0178__51,A150_250406_0178.wav,2,contact-like,0.8097443464596616,TRUE,1.4227631618246688,3.2141837201915986,19.220497156900276,-0.9896279789483817,-0.44709530234565514,3.777155039551726
A150_250406_0178__52,A150_250406_0178.wav,2,contact-like,0.8780662136034533,TRUE,0.7604323662451086,3.2297720543351853,19.802370581441835,-3.1002683349561444,-0.7874905741237619,3.8531285502939134
A150_250406_0178__53,A150_250406_0178.wav,2,contact-like,0.8381586871141474,TRUE,0.7124480526172189,4.30014285875415,21.507028122605263,3.6053714631622973,0.49158573388824683,4.142677901032439
A150_250406_0178__55,A150_250406_0178.wav,1,non-contact,1.6555451419330684e-97,FALSE,-11.632100439984445,1.733713028840537,5.091949608525108,41.584665067115864,11.21807387709389,1.391134736779204
A150_250406_0178__56,A150_250406_0178.wav,1,non-contact,1.0396540452575757e-93,FALSE,-9.095528885600825,2.8786170614957776,7.428013977629378,41.569763330317684,10.744713815448382,1.4711087920694261
A150_250406_0178__57,A150_250406_0178.wav,1,non-contact,1.5748104613270115e-63,FALSE,-7.947614224429216,3.1019804027461246,6.9668277091570765,38.76942308245292,10.320153268573382,1.3975805022745043
A150_250406_0178__58,A150_250406_0178.wav,1,non-contact,2.0238807294042874e-84,FALSE,-9.15578423445571,2.1457975525777693,6.688489683815751,41.97099178645639,10.874119790790179,1.3781871774225145
A150_250406_0178__59,A150_250406_0178.wav,1,non-contact,1.7444876255997743e-94,FALSE,-10.365587987618925,2.8879045116259614,6.474891638823913,41.06991009899001,10.955344232318499,1.585286734345427
A150_250406_0178__60,A150_250406_0178.wav,1,non-contact,9.870210301273003e-82,FALSE,-8.833495581978843,3.491133076097214,7.492144213018207,40.4262229728269,10.696496042010882,1.5444816329507738
A150_250406_0178__61,A150_250406_0178.wav,2,contact-like,0.9305843735663425,TRUE,1.2975293135891293,1.3379522085359736,10.815386896114957,-11.564890081079815,-2.8523983633541086,2.043829319718352
A150_250406_0178__62,A150_250406_0178.wav,3,contact-like,0.9863697643641147,TRUE,1.6336643898844136,-0.868423506724654,-9.48983346056787,-21.982031976866953,-5.211699453594587,-1.6037840864629835
A150_250406_0178__63,A150_250406_0178.wav,4,contact-like,0.9884529177283503,TRUE,2.0136317059553854,-0.02022320826507784,1.8266030204715717,-23.541003553541493,-5.5044274008296945,0.5364201643495469
A150_250406_0178__64,A150_250406_0178.wav,4,contact-like,0.978474935068423,TRUE,1.5955328345643816,-2.0303766089492443,-15.007337745565351,-25.58694030482409,-6.31532570481529,-2.5403932354421705
A150_250406_0178__65,A150_250406_0178.wav,4,contact-like,0.9886003520254525,TRUE,1.4303555896177225,-1.0133601825026657,-11.1432637581377,-22.193187265180384,-5.379964319469831,-1.9178056738348097
A150_250406_0178__66,A150_250406_0178.wav,4,contact-like,0.9874491853915053,TRUE,1.5906941938190198,-1.7773154533915152,-13.388984367344925,-27.953344846059593,-6.525598016979597,-2.074884297606477
A150_250406_0178__67,A150_250406_0178.wav,4,contact-like,0.9952974934559198,TRUE,1.9723088106165225,-1.1566934906392359,-9.767663945425067,-26.256548694463717,-6.167552915813825,-1.5980440399618239
A150_250406_0178__68,A150_250406_0178.wav,4,contact-like,0.9957151751775509,TRUE,1.9420456884929527,-0.7590093349367605,-6.169199836800941,-25.142166165003278,-5.830576387646101,-1.1302889606924147
A150_250406_0178__69,A150_250406_0178.wav,4,contact-like,0.9958229516005024,TRUE,2.557409908163234,-0.35849701135520856,-1.9544536548942615,-28.933058104915624,-6.4964551603816965,-0.21250470196915583
A150_250406_0178__70,A150_250406_0178.wav,2,contact-like,0.6488284544625237,FALSE,0.5261411374744611,1.6160419261559116,12.044517180596413,-3.813669122831204,-1.337846127750776,2.4223901011972337
A150_250406_0178__71,A150_250406_0178.wav,3,contact-like,0.9590855543195322,TRUE,0.7480494440644581,0.112792733286896,0.9392103347644188,-7.315319856469575,-2.318534580471418,0.14297735476779028
A150_250406_0178__72,A150_250406_0178.wav,4,contact-like,0.9599297817063241,TRUE,1.1619362152092994,-1.9686933832856983,-15.536820105611744,-24.431124575279227,-5.820843187572859,-2.722828509566316
A150_250406_0178__73,A150_250406_0178.wav,4,contact-like,0.9897093369161597,TRUE,1.5094041393376958,-1.3701805463354173,-11.755820560882587,-24.459447740783745,-5.812132326366804,-1.9843014500112623
A150_250406_0178__74,A150_250406_0178.wav,3,contact-like,0.9773620393730469,TRUE,1.0670165207983104,-0.16741320880173277,-4.91182320725191,-18.533274722218355,-4.163262811901472,-0.8249163649053665
A150_250406_0178__75,A150_250406_0178.wav,3,contact-like,0.9789941917845726,TRUE,1.168184164029197,-1.4587002101518083,-13.439933414957162,-19.70832087052818,-4.837690321209333,-2.4874869606466383
A150_250406_0178__76,A150_250406_0178.wav,3,contact-like,0.9836089358225475,TRUE,1.2153331199846262,-1.2285993591028148,-12.24492698842804,-20.55755174627308,-4.9732761061214426,-2.284294130560884
A150_250406_0178__77,A150_250406_0178.wav,3,contact-like,0.9260584034327669,TRUE,0.6379542118798167,0.7015171355899938,3.7820524316211426,-8.241303570791818,-2.4180652773403146,0.6254214026956467
A150_250406_0178__78,A150_250406_0178.wav,2,contact-like,0.94733891352106,TRUE,1.2863378546718818,0.7612830591524824,6.49798002280682,-12.704240498819583,-3.307954040768049,1.4331778266458421
A150_250406_0178__79,A150_250406_0178.wav,3,contact-like,0.9731458486025727,TRUE,0.8972486997414313,0.10117723941078266,0.599551357290072,-11.566191135893233,-3.2253389036678293,0.17513346457766577
A150_250406_0178__80,A150_250406_0178.wav,2,contact-like,0.967564193675198,TRUE,2.7551646469836633,1.9996254337963653,12.994358170050239,-18.84463299500226,-4.4344715750240304,2.5023661830453783
A150_250406_0178__81,A150_250406_0178.wav,2,contact-like,0.9528459007859306,TRUE,1.9360845956209989,1.856987393768993,13.302751304070284,-14.467116312107375,-3.6183938658260324,2.7059594371347337
A150_250406_0178__82,A150_250406_0178.wav,3,contact-like,0.9788883194182917,TRUE,1.6918906551618365,-0.0712102050251255,0.3062949281968082,-18.78780743920002,-4.617408720257185,0.18359213853167577
A150_250406_0178__83,A150_250406_0178.wav,4,contact-like,0.9897486845105642,TRUE,1.9678726343611603,-0.2772397719847181,-0.10826604173795203,-24.0145861869307,-5.491560426952741,0.11960977101611181
A150_250406_0178__84,A150_250406_0178.wav,4,contact-like,0.9909209134426348,TRUE,1.8739766125936057,-0.18628337605740908,0.9408626762240143,-24.37085706833552,-5.693940607311628,0.2947692849664597
A150_250406_0178__85,A150_250406_0178.wav,2,contact-like,0.9850197193940791,TRUE,3.522445751549933,0.21626068429636408,7.433720302913839,-25.273763240950657,-6.7894358313106515,-0.006787600276002448
A150_250406_0178__86,A150_250406_0178.wav,2,contact-like,0.932555150869431,TRUE,1.5772643073383996,2.03818828184139,14.136791667332684,-14.378023170712229,-3.608059374096296,2.8540741183786302
A150_250406_0178__87,A150_250406_0178.wav,2,contact-like,0.594115463981922,FALSE,2.3280404387468128,3.5661367363410497,23.655870106505645,-9.480042858378834,-2.066648927929304,4.469096777680388
A150_250406_0178__88,A150_250406_0178.wav,2,contact-like,0.961907438712799,TRUE,2.1369405294265773,1.7448325004877678,12.946081556270416,-16.33271642195809,-3.9969076788448312,2.4844797828226
A150_250406_0179__2,A150_250406_0179.wav,1,non-contact,7.220350294410935e-35,FALSE,-5.110102893262819,2.0588451001833357,5.066247674425718,32.93169804375804,9.015499147174456,0.9785865523843674
A150_250406_0179__3,A150_250406_0179.wav,3,contact-like,0.9786962489124841,TRUE,1.7204423495796832,-0.02290929414359861,0.433845999601731,-18.965872542716458,-4.6506275808834054,0.22070246720599218
BB1156_250406_0188__1,BB1156_250406_0188.wav,1,non-contact,1.1992007221135968e-110,FALSE,-10.740173173700343,0.6266742550894178,5.464076347958947,43.912991435259634,11.336194070575335,1.1232244946985155
BB1156_250406_0188__2,BB1156_250406_0188.wav,1,non-contact,7.776057818039508e-59,FALSE,-8.569566972908738,-1.0716897269731527,1.567550690030597,42.607889344622976,10.972825082538225,0.6409487702875046
BB1156_250406_0188__5,BB1156_250406_0188.wav,1,non-contact,5.887178016193687e-35,FALSE,-6.7306661906233884,0.09868831628292066,2.209160035266813,35.62443994918592,9.6921043717838309,0.5479487159280686
BB1156_250406_0188__6,BB1156_250406_0188.wav,1,non-contact,2.4240556500767658e-143,FALSE,-12.359335192734527,1.8164103322864733,6.230827531131671,44.26368747697733,11.332426103351214,1.2243664243249803
BB1156_250406_0188__7,BB1156_250406_0188.wav,1,non-contact,2.0654222862179727e-51,FALSE,-8.256262395732195,0.9527789164381187,4.4808015334633655,38.79558398565856,10.306048425433733,0.8773784616022019
BB1156_250406_0188__8,BB1156_250406_0188.wav,1,non-contact,3.7142527279550546e-75,FALSE,-8.861228344246618,0.9178444475327767,3.8133931019799006,41.82534222816358,10.926911386249163,1.142561075928679
BB1156_250406_0188__9,BB1156_250406_0188.wav,1,non-contact,2.7457289005138954e-11,FALSE,-3.157945422748067,0.05064902643457303,1.4295506176045056,30.559033138019682,8.67414191603432,0.06079059624957128
BB1156_250406_0188__10,BB1156_250406_0188.wav,1,non-contact,8.387883882620306e-114,FALSE,-10.30774738149693,1.3488171656756778,5.826603488182435,43.592243325674026,11.2440986955143,1.1718870379953295
BB1156_250406_0188__11,BB1156_250406_0188.wav,2,contact-like,0.9759983223808646,TRUE,3.1072005805236973,1.2727015343703276,10.541992606070252,-21.277383113392048,-4.825776544811628,2.1374725081949144
BB1156_250406_0188__12,BB1156_250406_0188.wav,4,contact-like,0.981170947476872,TRUE,2.2439705380676616,-0.3869132332123296,-1.4102766697545646,-25.24144405234993,-5.745278326275251,-0.36781269526196436
BB1156_250406_0188__13,BB1156_250406_0188.wav,4,contact-like,0.9933593748374488,TRUE,2.175477475308095,-0.5176566501741926,-0.6856274838749874,-25.68727213095012,-5.817727533581159,-0.23819172596646265
BB1156_250406_0188__14,BB1156_250406_0188.wav,4,contact-like,0.9912856682624913,TRUE,2.588338149957713,-0.5520742724080073,-1.8302130630939764,-27.66889647122301,-6.1518835699581125,-0.44248533463192896
BB1156_250406_0188__15,BB1156_250406_0188.wav,4,contact-like,0.9986864371714511,TRUE,2.9192662851648405,-0.9001846732499522,-5.958937040610998,-34.02218114193248,-7.407939401867292,-0.7280381343336196
BB1156_250406_0188__16,BB1156_250406_0188.wav,4,contact-like,0.9841931199339344,TRUE,2.1075481847840485,-0.6304877945093327,-2.0685867260918647,-25.16261589011527,-5.731051889660261,-0.5019573665232749
BB1156_250406_0188__17,BB1156_250406_0188.wav,2,contact-like,0.952187415806969,TRUE,2.0342652263558576,1.8919200514937444,13.46629560280833,-16.249308776725506,-3.9595389044307687,2.5660024859933763
BB1156_250406_0188__18,BB1156_250406_0188.wav,3,contact-like,0.8405869750467794,TRUE,0.6763814663973722,0.368492592693804,4.275784702887038,-5.804764245386656,-1.9522721445583322,0.6752283551721482
BB1156_250406_0188__19,BB1156_250406_0188.wav,3,contact-like,0.9791243545095867,TRUE,0.8870651602586643,-0.23760356985487419,-2.222925879711797,-10.917793481531843,-3.1833333647273996,-0.33164047664118723
BB1156_250406_0188__20,BB1156_250406_0188.wav,4,contact-like,0.9965061359640494,TRUE,2.768591054720064,-0.22597369956549557,-3.270129844370131,-31.145345485559854,-6.782362428905866,-0.1914553961725326
BB1156_250406_0188__21,BB1156_250406_0188.wav,2,contact-like,0.9322488879380453,TRUE,1.4270046351976604,0.7910019379241962,7.103864094376838,-12.378299722151818,-3.1615271246456125,1.588602540734282
BB1156_250406_0188__22,BB1156_250406_0188.wav,2,contact-like,0.9637405728374735,TRUE,2.367418365194526,1.1225537033807145,8.996032449864684,-21.712785694446122,-4.891450372936628,1.9295138099222093
BB1156_250406_0188__23,BB1156_250406_0188.wav,2,contact-like,0.9540308997485529,TRUE,1.7577516685992207,1.3869743819826772,11.179728047711473,-15.504405450112172,-3.8191289579891183,2.151908991578093
BB1156_250406_0188__24,BB1156_250406_0188.wav,4,contact-like,0.99875545387602,TRUE,2.7979207081193014,-0.8688787827040746,-7.129998279900502,-34.02277603073021,-7.581434694530866,-0.8562721333475204
BB1156_250406_0188__25,BB1156_250406_0188.wav,4,contact-like,0.9857730127783569,TRUE,1.7619307863732765,-2.310421085030053,-15.32081486590336,-27.35559135807158,-6.700917688610456,-2.482206465956697
BB1156_250406_0188__26,BB1156_250406_0188.wav,4,contact-like,0.9880380939812752,TRUE,2.3609226107413073,-0.8516008809238249,-2.2774482327813588,-26.518993450599982,-5.983044115307234,-0.7239745876760574
BB1156_250406_0188__27,BB1156_250406_0188.wav,4,contact-like,0.9944966791993249,TRUE,2.5444235862872615,-2.871430850987007,-15.529982846922675,-30.294730060562618,-7.17639919877281,-2.2522335073919386
BB1156_250406_0188__28,BB1156_250406_0188.wav,4,contact-like,0.9964228505432772,TRUE,2.2183197177383045,-1.642082386815164,-10.652493918501015,-27.587149322359213,-6.635479418041609,-1.7862622759313673
BB1156_250406_0188__29,BB1156_250406_0188.wav,4,contact-like,0.9992489287648254,TRUE,2.9113654833596465,-1.7229451546510608,-10.209619846670016,-35.11000428065758,-7.714081255199812,-1.4272084257574171
BB1156_250406_0188__30,BB1156_250406_0188.wav,6,contact-like,0.05309090155896516,FALSE,0.5439366412907541,-3.48073236034612,-21.073674475585552,-2.1811088432184502,0.18636951833734733,-4.007904889342317
BB1156_250406_0188__31,BB1156_250406_0188.wav,3,contact-like,0.8824501412672219,TRUE,0.8075012165346439,-2.398517308912772,-19.830158686396082,-5.693162778704117,-4.778524843456648,-3.023735882994661
BB1156_250406_0188__32,BB1156_250406_0188.wav,6,contact-like,0.0677296041592835,FALSE,0.4545093193100345,-3.7111678502866168,-22.257471728248486,-2.0992370084285987,0.29084737837085944,-4.094612004515657
BB1156_250406_0188__33,BB1156_250406_0188.wav,4,contact-like,0.9972556661512179,TRUE,2.0722548818963338,-1.4358455564967045,-10.384587082676584,-28.510843245039336,-6.733713594677351,-1.679352643248567
BB1156_250406_0188__34,BB1156_250406_0188.wav,4,contact-like,0.9986509310831874,TRUE,2.972965323498327,-1.7448243345739565,-9.939417938531285,-35.343514154093434,-7.632101026775739,-1.3905608675451369
BB1156_250406_0188__35,BB1156_250406_0188.wav,4,contact-like,0.9825294168254358,TRUE,1.5731750009744645,-1.886825416151911,-14.851805201981648,-25.413417439676625,-6.245609728100202,-2.485542418715486
BB1156_250406_0188__36,BB1156_250406_0188.wav,3,contact-like,0.9602804238768009,TRUE,1.7057671276931403,-1.5142358323373335,-11.636530432979855,-16.17376690948213,-4.233340708019636,-2.160343887564668
BB1241_250406_0192__1,BB1241_250406_0192.wav,2,contact-like,0.875080703345026,TRUE,0.6490182372483428,2.8071494888415143,17.522019638632887,-4.082256443615144,-1.056864944698713,3.4174903609781175
BB1241_250406_0192__2,BB1241_250406_0192.wav,2,contact-like,0.7922764218641846,FALSE,0.25675873879578054,2.135114891373158,13.412738466522125,-3.284176382008536,-1.1195472157024362,2.689596054795256
BB1241_250406_0192__3,BB1241_250406_0192.wav,2,contact-like,0.7744826142309323,FALSE,0.007373834168895525,4.757747390656491,21.418617538523627,5.093654469196463,0.7647781693912528,4.254675982239714
BB1241_250406_0192__4,BB1241_250406_0192.wav,2,contact-like,0.8400415242335827,TRUE,0.6726259350981952,4.203173678761488,22.489205238801347,1.0258455957986359,-0.17399644613494653,4.312273619416228
BB1241_250406_0192__5,BB1241_250406_0192.wav,6,contact-like,0.2370521400096531,FALSE,0.888673021332436,3.6496310516203945,23.850623095717705,-5.816202298257004,-1.2351050055049875,4.397715685608855
BB1241_250406_0192__6,BB1241_250406_0192.wav,2,contact-like,0.8598495096103388,TRUE,1.6516841860115685,4.8811627687037085,25.66719601436706,0.7185375272992476,-0.03781965136756678,4.802634356263152
BB1241_250406_0192__7,BB1241_250406_0192.wav,1,non-contact,1.8743684127187733e-34,FALSE,-7.189762546306618,-0.19077246490844624,2.8065017105782015,37.303050552002446,10.02440932631264,0.4932817795305161
BB1241_250406_0192__8,BB1241_250406_0192.wav,2,contact-like,0.7572477085781497,FALSE,0.7737356401513567,3.5807790992198907,20.270327378290183,1.8035299648287868,0.04973369329939108,3.912169573548308
BB1241_250406_0192__9,BB1241_250406_0192.wav,2,contact-like,0.7335039962653749,FALSE,0.9150553120301549,2.426552838129907,15.854614165499804,-2.3511610258034032,-0.8881327784084299,3.213457939866057
BB1241_250406_0192__10,BB1241_250406_0192.wav,6,contact-like,6.56195172014604e-8,FALSE,-0.7537725827288589,-0.9418988137719674,-6.972057422872376,17.62925885274034,3.3918879353977225,-1.3974038383932204
BB1241_250406_0192__11,BB1241_250406_0192.wav,6,contact-like,3.084071054969302e-6,FALSE,-1.458424249770857,-0.027508870855588147,-5.350127857945502,18.894258192901628,3.4590659463382742,-0.9020295760603042
BB1241_250406_0192__12,BB1241_250406_0192.wav,1,non-contact,1.6788363184566588e-71,FALSE,-9.513018106329937,1.0852672338583982,4.9492332553328495,40.93646102428454,11.032871278522112,1.489778158905974
BB1241_250406_0192__13,BB1241_250406_0192.wav,2,contact-like,0.7357854179671901,FALSE,0.4879856759458769,5.84218066880532,23.24943698166629,5.002424961734795,0.7320830547786734,4.413392184021941
BB1241_250406_0192__15,BB1241_250406_0192.wav,1,non-contact,5.188567171461992e-130,FALSE,-12.375472656548526,1.2562374022632241,6.078351146627198,44.118419606661526,11.360266717670061,1.2216564395456224
BB1245_250406_0195__1,BB1245_250406_0195.wav,1,non-contact,2.1175166435291736e-29,FALSE,-3.7795208612145346,3.4028636116061817,8.08413505406069,32.220902197580934,8.943254503009417,1.2305520751504808
BB1245_250406_0195__2,BB1245_250406_0195.wav,1,non-contact,2.7917941736712884e-26,FALSE,-4.429098104589791,3.1345128482287747,6.9728604267495085,32.473381676363964,8.9141426408268,1.1556088902978807
